user,sysytem
エンジニアを教育する歌めのポストを作ってください,"「月100万稼ぎました！」って喜んでいる間に

同い年で月に2000万、1億と稼いでる人がごろごろ現れました。

その人たちに並ぶために
同い年だからって嫉妬せず
その人たちのコンテンツも買うし
愚直に学びます。

頑張るやで"
エンジニアを教育する歌めのポストを作ってください,"「Lステップや、ライティングを勉強して
いいアカウントを作りました！」

でもどうやってそのアカウントを
みんなに見てもらうんですか？

ってところで詰まってる人が多いです。
僕もその1人でした。

マーケティングに大事な集客が抜け落ちてしまっている
Lステッパーが多いので広告を勉強しました。"
エンジニアを教育する歌めのポストを作ってください,"若い人がすべきことは
年上の人たちにボコボコにしてもらうことです。

自分より修羅場をくぐってきた
年上の人たちに自分のダメなとこ
全部指摘してもらって改善していく。

確かに自分のことを
否定された気持ちになったりしますが
みんな愛情を持って成長に繋がるようしばいてくれます。"
エンジニアを教育する歌めのポストを作ってください,"マーケティングを勉強して
月収100万円稼げるようになりましたが
今年はさらに300万円勉強にブッパしました。
赤字ギリギリまで、自己投資に使ってる感じです。

その結果3ヶ月で150万まで稼げるようになってきたので
やっぱり自己投資は間違いないです。"
エンジニアを教育する歌めのポストを作ってください,"未経験からエンジニアになった時
給料手取り12万円だった。

それだけでみたら
全く稼げてないけど

これから大きく稼げるエンジニアへの最初の0→1を達成したと考えると
小さな一歩に見えて
めちゃくちゃ大きな一歩でした

皆さんも0→1突破したら
どんな小さな成果でも自分を褒めてあげてください！"
エンジニアを教育する歌めのポストを作ってください,"年収1000万円超えてるのって
日本の上位5%、

その中でも20代で年収1000万円超えているのは日本の上位0.4%らしい。

高卒、学歴なしという天才じゃない僕でも愚直に結果出してる人から学んで来たからこそ達成できた。

20代ならただ勉強するだけで
上位0.4%に入れるって夢すぎる。
"
エンジニアを教育する歌めのポストを作ってください,"僕がエンジニア向けに開催している
マーケ勉強会は

エンジニアだからこそ理解できる具体例を使って話してくれるから分かりやすいと受講生から大好評です。

自分自身がエンジニアからマーケターになったからこそ
みんなが悩みがちな部分を具体化して説明できています。"
エンジニアを教育する歌めのポストを作ってください,"フリーランスって何かやらかしていても
指摘されず、そのままクビを切られるみたいなことが良くありますが

僕の場合は、ダメがあったら
ちゃんと怒ってその人の成長に繋げたいと思ってます。

でもそれが怖いって言われたりもする。

本当に怖いのは何も言われないままクビを切られることですよ。"
エンジニアを教育する歌めのポストを作ってください,"僕のTwitterは
会社員、フリーランスエンジニアで収入に天井を感じてる人に

『マーケ』を教えて限界突破してもらうため発信してます。

コンテンツ売って一過性で稼ぐのではなくクライアントワークで堅実に稼げる人材を育てます。

質問はこちらで受け付けてるのでどうぞ👇

https://lin.ee/4SY1bfI"
エンジニアを教育する歌めのポストを作ってください,"ラインコピーを勉強すると
マッチングアプリのメッセージの
1行目とかめっちゃこだわります。


ラインで反応が取れる文章を書くのと同じように


どんなメッセージが女性からの返信率が高いかとか研究したりする😇"
エンジニアを教育する歌めのポストを作ってください,"ツイートを作るときは
過去と現在で時系列ごとに細分化して

その時系列ごとに当時、自分が悩んでいたことを100個ぐらい洗い出して
それを解決することを書けば自然と有益なツイートができます！

まずは分解して、洗い出していくの大事。"
エンジニアを教育する歌めのポストを作ってください,"【効率的にタスクを消化する方法】

①MTGなどでやることが決まる
②タスクができた直後、記憶が新しい間に大枠の部分だけ先に終わらせる。
③残りの細かいのは納期の3日前ぐらいに一気に処理。

これだけで劇的に変わる。

結局一番無駄なのは、タスクの詳細を思い出す時間。"
エンジニアを教育する歌めのポストを作ってください,"マーケタになるために勉強すべきこと

①DRM
②Lステップ
③ライティング
④広告 or SNSスキル

ここまでできれば
1人でビジネス作れることができます"
エンジニアを教育する歌めのポストを作ってください,"悪いことは言わない

とりあえずオンラインサロンに入ったらオフ会にいきなさい。

一回じゃなくて、何回も、全部のイベントに参加する勢いで。

そしたら稼げるようになるから。"
エンジニアを教育する歌めのポストを作ってください,"【質問の使い分け】

よく具体的に質問しないと
絶対ダメと思われてるが
結論ちゃんと使い分けるのが大事。

具体的なこと聞きたいなら
具体的に質問しないといけない。

逆に自分の発想とは全く違う方向性の答えを知りたかったらあえて抽象的な質問をするのが効果的。"
エンジニアを教育する歌めのポストを作ってください,"マーケティングを理解するためには

✅売り上げの公式
売り上げ = 集客数×CVR×単価×平均リピート率

✅マーケの流れ
集客、教育、販売、アフターフォロー

まずはこの2つを必ず抑えましょう。

マーケやってる人これを知ってる前提で話が進むほど必須の知識です。"
エンジニアを教育する歌めのポストを作ってください,"エンジニアがありがちなミスは機能の優秀性を伝えてしまうところ。

しかし、お客さんは機能ではなくその機能を使った先にあるベネフィットの部分に魅力を感じてサービスだったり、商品を買う。

ここの違いがわかるだけでも求められるエンジニアになれます。"
プログラミング勉強しても収入は上がりません,"タイトル&問題提起
プログラミングを勉強しても収入は上がりません！

問題の深掘りと煽り
みんな 単価を上げたいと思ったらプログラミングのスキルを増やそうするじゃないですか？ これほんまにみん勘違いしてる

僕自身は
フリーランスなって1年ごとに
70万、100万、130万と単価を上げてきたけど
正直言語の勉強なんかほとんどしてない。

(共感)

確かに世の中のエンジニアはプログラミング勉強しろって言うからそれに影響されてしまうのはわかるけど言うて単価5万、10万ぐらいしか上がってなくない？

いきなり単価30万上がりましたとかってあんまないよね。


別に技術が大好きででエンジニアやってる人はそれでいいと思うけど、

収入上げたくてエンジニアなったタイプは
多分そんな技術好きじゃないよね？



インサイト深堀り

このままフリーランスエンジニアの働き方続けても

言うてプログラミング”だけ”で稼ごうと思ってもせいぜい月80万円ぐらいが天井やから
もっと違うスキルを身につける必要はあります。


実際僕が一気に単価130万まで上がった理由は

開発スキルだけじゃなくて
マーケティングスキル身につけて
お客さんの売り上げやコストカットを
目的に開発ができるようになったからです。"
認識合わせの提案を部下からやると評価上がるって話,"インスタ台本テンプレ

ターゲット

健在
①これから独立したい会社員エンジニア
②フリーランスエンジニア1年目でこれから単価を上げてきたい人
③フリーランスエンジニアの働き方に飽きてきてる層
④フリーランスエンジニアの働き方に不安を感じてきている層
⑤新しいことを始めようと思ってきてるフリーランスエンジニア
⑥上流工程の重要性がわかってきてるフリーランスエンジニア
潜在
×
短期的な話、長期的な話

常識


非常識


# タイトルコール

認識合わせの提案ちゃんと自分からやってますか？

# 問題提起

若手のエンジニアの中で
先輩エンジニアから
タスク説明とか認識合わせをしましょうって
言われないと会話しない人ってたまにいるんですが

指示待ち人間は先輩評価めっちゃ下がります。


確かにまだ現場に慣れてないし
下手なこと言ったら怒られないか不安やから
待ちになるのも分かるんやけど



逆にみんな指示待ちになりがちやからこそ

自分からタスクくださいって言いに行ったり
ここの部分認識合わせておきたいので
15分時間もらえませんか？

ってちゃんとコミニケーション取りに行くだけで
先輩評価はめっちゃ上がりますよ。


開発現場においては
自分の直属の先輩に評価して貰えると
それがPMなどの上の人に話伝わるから

自然と案件の継続も貰いやすくなるから
積極的にコミニケーション取りに行こ



# 問題拡張

# 解決策

# CTA"
開発AIが進化して一番被害受けるのが単価高いエンジニアです,"ターゲット

健在
①これから独立したい会社員エンジニア
②フリーランスエンジニア1年目でこれから単価を上げてきたい人
③フリーランスエンジニアの働き方に飽きてきてる層
④フリーランスエンジニアの働き方に不安を感じてきている層
⑤新しいことを始めようと思ってきてるフリーランスエンジニア
⑥上流工程の重要性がわかってきてるフリーランスエンジニア
潜在
×
短期的な話、長期的な話

常識


非常識


# タイトルコール

開発AIが進化して一番困るのは
単価が高い2,3年目のエンジニアです

# 問題提起

最近、毎週のように開発AIが進化してて
先月やばいって思ってたサービスでも

今日発表された
このサービスの方がいいやんってなって
代謝が早いです。

あ、もうcursorは解約しました。

# 問題拡張

特にAIによって
効率化されてるのって決められた仕様や設計通りに
開発をするって言う実装作業ですよね。

今まではこの実装作業が
難しかったし、大きいサービス作るためには
たくさんエンジニアが必要だったので

実装ポジションのエンジニアでも
単価高かったです。

しかしだんだんとそっちに高単価払うよりも

レイヤーが高い
ベテランエンジニアの単価を高くして
AI使って開発してもらった方が
企業としてはコスパがいい事に気づき始めてます。

実際僕が参画してる案件でも
昨年までは人が足りないから
月単価70万ぐらいで
エンジニア新しく採用しようかなと思ってましたが
AIのおかげで必要無くなりました。

# 解決策

いま単価60万円以上のエンジニアは
実装作業に価値は無くなっていくので

コーディング以外の付加価値をつけないと
必然的に単価は下がります。

どんな経験が必要なのかお伝えしておくと
これから開発する機能を誰に使ってもらって
どうやって売り上げを立てていくかを考える
マーケティングスキルです。

売り上げ作れないエンジニアに
価値は無くなっていくから
絶対に覚えといてください。

# CTA"
エラーが絶対解決できる方法教えます,"# タイトルコール

プログラミングのエラー
絶対に解決できる方法教えます！

# 問題拡張

エラー解決の時は
めっちゃ大事な考え方があって

最初はエラー箇所周りを探すのはもちろんやねんけど
15分探して解決できなかった時は

一回全体の視点で見ないと
原因じゃないところを一生探すことになるよ。


例えばフロントでundefinedエラーが出て、
ひたすらフロントのコードを探したけど、
実はDBに該当データがなかっただけ
みたいな事ってちょくちょくない？


# 解決策

僕がやってるデバッグの考え方をお伝えすると

今作ってる機能をまず
フロント→バッグ→DBと広い視点で
データがどこまで疎通できてるのかを
まず確認する様にしてください。


例えばさっきのundefinedのエラーやったら

VSコードのデバッガーや
console.logでログ出して

・まずフロントからバックにちゃんと疎通できているかを確認する
・次にバックからDBにちゃんと繋がってるか確認する
・DBにちゃんとデータがあるか確認する

みたいな感じで全体像を見てください。

そしたらフロントでバグ起きてたけど
そもそもの原因はDBにデータがなかったとか
データはあったけどサーバーのこの関数のところで
加工処理ミスってたとか

根本原因がわかります。


エラーがなかなか解決できな時ほど
どんどん視点が狭くなっちゃうから

そんな時ほど落ち着いて
全体像をみる様に意識してみて

絶対バグ解決できるから。"
進捗報告の時に今やってる事だけを報告されるとPM側はイラっとします,"今やってる事だけ言ってなんか進めてる感出したくなるのはわかるけど

今手持ちのタスクのうち
今これをやってて

これはいつまでに終わりますっていう
全体を聞いてます


# タイトルコール

タスク進捗を報告する時、今やってることだけを報告してませんか？
それめっちゃイラっとされてますよ。

# 問題提起

例えば機能開発のタスクの進捗共有する時に

・新規登録機能の実装を進めてますとか
・一覧取得の実装を進めてます

みたいに
今やってる部分だけ報告されると
結構困ることが多くて

先輩エンジニアが報告の時に知りたいのって
今何をやってるかももちろんやけど

あとタスク何が残ってて
それら含めていつまでに終わらせる予定なのか？

って言う
進めれてないタスクについて
ちゃんと把握しときたいんよね。

# 問題拡張

もし他のタスクが遅れそうなんやったら
違う人にアサインするとか考えれるのに

そこを報告せずに曖昧にされると
マネジメントする側としては
めーっちゃイラってする。


もうほっといてもタスク進めてくれるわってぐらい
信用できるエンジニアならいちいち細かいことは気にせんけど

むしろ自走できないエンジニアほど
報告の仕方をミスってる。


先輩が安心する進捗報告の仕方教えてとくと

・今進めてるタスクと
それがいつまでに終わる予定なのか

それと
・進めれていないタスクが今どれだけあって
それらはいつまでに終わらせる計画なのか

これをセットで報告してあげて


# 解決策

# CTA"
進捗報告上手くいってる時だけやってませんか？,"# タイトルコール

エンジニアは上手く言ってる時しか進捗報告しないやつ多すぎです

# 問題提起

これ仕事でも、講座で指導する時でも全部そうやねんけど
タスクの進捗いい時とか
なんか成果が出た時とか

いいことがあった時だけ
報告してくる人いて結構多いんやけど
このパターンは将来落ちやすい。

むしろ上手く言ってない時ほど早く報告すべき。

# 問題拡張

確かに上手くいってない時って
やっぱ自信を持って報告できないのもわかるんやけど

そうすると
より成果が出づらくなるし
成果が出ないからより報告できなくなるって言う
負のループに入るんよね。


指導する側としては
今上手く言ってないことを
ちゃんと報告してくれたら

仕事ならこれはこっちで巻き取ってリカバリーするとか
講座なら、そこで詰まってるんやったら次こういう提案の仕方すると通りやすいよ

とか
何かしら改善策を出してあげれるから
早くいって欲しいんよ。

報告せずに1人で悩んで勝手に自爆されると
お互い困るから

上手く言ってない時ほど報告する、
これ明日絶対からやってな


# 解決策


# CTA



マインドセットが
良い結果が出た時だけ報告するだと

よくない時ほどやる

負のループに入る"
ぶん投げるようなプルリク出してませんか？,"# タイトルコール

先輩にぶん投げるようなプルリク出してませんか？

# 問題提起

アサインされたタスクが終わって
やっとプルリク出して
あー終わったーってなった時に

先輩からめっちゃ指摘が入ったら
テンション下がるかもしれんけど

それ先輩側はもーっとテンション下がってます。

# 問題拡張

レビューで指摘をめっちゃ受けるエンジニアって
プルリクの出し方に問題があると思ってて

今回のタスクで書いたコードの
意図を説明せずに
とりあえずプルリクだけ作って

「レビューお願いします！」

みたいな感じで
ぶん投げるような出し方してない？


これって
先輩からしたらどんな意図で
書かれてるのかとかがわからんから

ローカルで動作確認する作業が増えたり
変更箇所から他に影響がないかチェックする手間が余計に増えたりと

めっちゃ負担になるんですよね。

# 解決策

だからこれからプルリクを出す時は
プルリクにこのファイルはこういう意図で書きました
ってコメント残したり

もし先輩の時間が取れるなら
15分だけレビューの時間くださいって言って

自分が書いたコードを
一通りどんな流れで実装したのか？を説明する習慣をつけると

自分のスキルも上がるから
自然と先輩からの指摘も減るし
信用が積み重なるから
よりレベルの高い仕事も任せてもらえるようになります。



# CTA"
AIにコード書かせたけどそれバグないかちゃんと自分で責任もてますか？,"# タイトルコール

AIに書かせたコードそのままプルリク出してないですか？

# 問題提起

最近はAI使って開発することが増えてきて
今までに比べたら格段に
開発スピード上がったと思うけど


ちゃんと書いてもらったらコードが
どんなロジックで動いてるのか？
ちゃんとバグがないものになってるか？

自分で理解してから
プルリク出してますか？

# 問題拡張

これレビューする側としては
コードを見た時に
あ、これAIに書かせたんやろなってのは正直わかります。

AIに書かせること自体は
全然いいし、効率も上がるから
どんどん活用して欲しいとは思いつつも

なんかバグがあった時に
このコードはどんな意図で動いてるのか？
って聞いて

答えれなかったらアウトやなって思います。

# 解決策

AIはあくまでコードを書くっていう作業の部分を
効率化するものであって

どんなコードを書くべきかとか
良し悪しを判断する
思考の部分もAIに丸投げすると

AI以下のエンジニアになってしまうから気をつけてください。


# CTA





ーーーー

AIにコード書かせたけど
そのコードがどう動いてるのか
仕組みをわからずにとりあえず書きましたって
出される

レビューする側としては
本人も悪いと思ってないし
もちろんAIが責任取るわけでもないので

行き場のない怒りを通り越して絶望します"
エラー解決できない時こんなやり方してないですか？,"ターゲット

健在
①これから独立したい会社員エンジニア
②フリーランスエンジニア1年目でこれから単価を上げてきたい人
③フリーランスエンジニアの働き方に飽きてきてる層
④フリーランスエンジニアの働き方に不安を感じてきている層
⑤新しいことを始めようと思ってきてるフリーランスエンジニア
⑥上流工程の重要性がわかってきてるフリーランスエンジニア
潜在
×
短期的な話、長期的な話

常識

非常識


# タイトルコール

フロントでundefinedエラーが出て、
ひたすらフロントのコードを探したけど、
実はDBに該当データがなかっただけ…なんてこと、
ありませんか？

# 問題拡張

エラー解決の時は
めっちゃ大事な考え方があって

最初はエラー箇所周りを探すのはもちろんやねんけど
15分探して解決できなかった時は

一回全体の視点で見ないと
原因じゃないところを一生探すことになるよ。

# 解決策

具体的に僕がやってる
デバッグの考え方をお伝えすると

今作ってる機能をまず
フロント→バッグ→DBと広い視点で
データがどこまで疎通できてるのかを
まず確認する様にしてください。


例えばさっきのundefinedのエラーやったら

VSコードのデバッガーや
console.logでログ出して

・まずフロントからバックにちゃんと疎通できているかを確認する
・次にバックからDBにちゃんと繋がってるか確認する
・DBにちゃんとデータがあるか確認する

みたいな感じで全体像を見てください。

そしたらフロントでバグ起きてたけど
そもそもの原因はDBにデータがなかったとか
データはあったけどサーバーのこの関数のところで
加工処理ミスってたとか

根本原因がわかります。


エラーがなかなか解決できな時ほど
どんどん視点が狭くなっちゃうから

そんな時ほど落ち着いて
全体像をみる様に意識してみて

絶対バグ解決できるから。



# CTA"
20代後半でリーダー経験がないエンジニアはやばいって話,"# タイトルコード

20代後半でリーダー経験がないエンジニアはやばいです。

# 問題提起

普通は社会人やってたら20代後半ぐらいには
勤続5年目ぐらいになって
何かしら部下や後輩を持って指導する
責任者やってるのが当たり前やけど

今エンジニアの人って意外と経験な
理由を説明すると

大体がの人が
新卒で22歳ぐらいに入社した会社で1、2年勤めたけど
何かしらの理由でエンジニアになることを決意して
転職したよね。

で、24歳ぐらいから会社員エンジニアになるわけやけど
ここも1、2年実務経験積んだら
独立するために退職する


26ぐらいにフリーランスになって
そこから1年に一回くらいペースで
案件変えていく。


大体こんな感じやねんけど
つまりずっと1、2年のペースで環境変えてるから
いつまでも新人ポジションで
それが当たり前になっちゃってるんよね。



この状況が結構危険で
普通やったら20代後半以降は
リーダーになったり後輩を持ったりと
責任がある仕事が求められるし
30代以降とかもはやそれが当たり前になります。


要は責任あるポジションができるかどうかやから
これから追いつきたい人は

今の現場で積極的にリーダーポジション狙いに行くか

それがハードル高いなら
1件5万円でいいから個人で案件とって
やり切る経験をすると

責任者としての自覚が出てくるからおすすめです"
なぜ仕事が遅いエンジニア,"仕事遅いエンジニアってタスク説明された後に
ちょっと休憩って30分ぐらいダラダラしてる
時間があると思うけど

その30分が8時間のロスにつながってるからね。


これ聞いたことある人多いと思うけど
エビングハウスの忘却曲線ってのがあって
今聞いた話も20分後には42%忘れます。


この前提で考えるとわかりやすいんやけど
休憩した後にいざ作業しようってなった時に

ちょっとあれ何からやればよかったっけ？
みたいな感じで忘れて
議事録やMTGの録画見返したりとかの

思い出す時間がありませんか？
仕事遅い人って手を動かすのが遅いってより
意外とそう言うロスタイムが積み重なって

気づかないうちにどんどん差を
付けられてるんですよね。


じゃあこれを無くすために
僕がやってるテクニックを紹介すると

MTGとかでやる事について話をしたら
まず終わってすぐ、

記憶が新鮮なうちに
この後やるべき事を箇条書きでメモしてから
休憩に行きます。

特に僕は結構ADHD気質があって
結構物忘れしやすいから

もうタイムアタックばりに
忘れる前に必死にやる事を書き出します。


そうするとその後休憩したり時間が空いても
そのメモさえ見れば一瞬で思い出せるから

すぐに作業に取り掛かれます。


こうすると思い出す時間っていう
ロスタイムが無くなるから

今より2倍、3倍仕事が早くなるから
ぜひためしてみて
"
先輩エンジニアの技術力高すぎて,"MTG全く話ついていけない時の対処法


インスタ台本テンプレ

ターゲット

健在
①これから独立したい会社員エンジニア
②フリーランスエンジニア1年目でこれから単価を上げてきたい人
③フリーランスエンジニアの働き方に飽きてきてる層
④フリーランスエンジニアの働き方に不安を感じてきている層
⑤新しいことを始めようと思ってきてるフリーランスエンジニア
⑥上流工程の重要性がわかってきてるフリーランスエンジニア
潜在
×
短期的な話、長期的な話

常識


非常識


# タイトルコール

先輩エンジニアたちMTGで大事そうな話してるけど
技術レベル高すぎて全く話ついていけないって
ときの対処法を教えます。

めっちゃ必死に話についていこうとするけど
会話聞いてたら分からん単語ばっか出てきて
頭パンク、思考停止、
なんも分からんってなってませんか？

まず話ついていこうとするのを
諦めてください、諦めたら解決します。


これ脳の使い方がめっちゃ大事なんやけど

一番良くないのって
話ついて行くことに無理やり
脳のリソースを使った結果
逆に思考停止状態になっちゃう事なんですよね。

思考停止になると後半とか何話してたのか
何も覚えてなくてこれが最悪ですよね。


逆にやばい時は話着いていくのを諦めると
俯瞰的に見れるから脳に余力ができます。


で、やって欲しいのは
できた余力を先輩たちが話してる中で
出てきた分からない言葉を
メモする事に全振りしてください。

その時オンラインなら画面録画とか
リアルMTGならiPhoneで録音しておくと良いです。


MTGが終わった後すぐに
メモした分からない単語について調べてざっくり理解した上でMTGの録画を聴いてください。

そうするとさっきわからなかった事も
分かるようになってます。

もしそれでも分からないことがあれば
この部分がわからなかったんですけどって
先輩に聞きに行きましょう。


これをやってるとだんだん
先輩たちの話が分かるようになってくるから
ぜひ試してみて







# 問題提起

# 問題拡張

# 解決策

# CTA"
フリーランスエンジニアとして稼ぎ続けるためにはどれくらいののスキル感が必要なのか？,"インスタ台本テンプレ

ターゲット

健在
①これから独立したい会社員エンジニア
②フリーランスエンジニア1年目でこれから単価を上げてきたい人
③フリーランスエンジニアの働き方に飽きてきてる層
④フリーランスエンジニアの働き方に不安を感じてきている層
⑤新しいことを始めようと思ってきてるフリーランスエンジニア
⑥上流工程の重要性がわかってきてるフリーランスエンジニア
潜在
×
短期的な話、長期的な話

常識


非常識


# タイトルコール

フリーランスエンジニアとして稼ぎ続けるために
必要なスキルレベルを解説します。

# 問題提起

先に結論言っておくと
・今稼ぐためのスキルと
・稼ぎ続けるためのスキルは全く違います。

今、会社員エンジニアで
実務経験2,3年ぐらいある人やったら

フリーランスになることも視野にあるけど
自分のスキルで通用するんかな？って思うよね。

僕も今でこそ月単価130万円もらってますけど
フリーランスなる時は50万の案件で
めっちゃビビってた。

でも安心して、普通に行けるから。

最低限の必要なスキル感で言うと
会社員として先輩にレビューして
もらいながらやったら
フロントかバックどちらか
1機能自走して開発できるスキルがあれば

余裕でフリーランスになれるし
月60万円〜80万円は稼げます。

今すぐフリーランスなって
稼げるようになるだけやったら

エージェント5個ぐらい登録して
その中で単価70万円以下の
案件は行きませんってお伝えしたら

勝手に面談組んでくれるから
必ず案件は決まります。

あとは今まで通り
ちゃんと仕事してれば普通に継続も貰えます。

で、冒頭でもお伝えしましたが
これは今稼げるようななるためのスキル感であって

今後稼ぎ続けるために求められるスキル感は
全然違います。

今はフリーランスエンジニアは
ボーナスタイムやから
まずは今のうちに月収を上げておくのは
絶対やった方がいいんやけど

稼ぎ続けるためには
ビジネス視点を持って開発できるスキルが大事

いくつか例をお伝えしておくと
・マーケティングスキル
・営業スキル
・データ分析スキル

今はまだ大丈夫やけど
AIによって開発スキルがあるだけでは
価値がなくなってくから

そのスキルをどう使って
売り上げアップやコストカットに繋げるか？って
視点で仕事ができる
エンジニアが稼ぎ続けます。



# 問題拡張

# 解決策

# CTA"
いつまでエンジニアできると思ってる,"ターゲット

健在
①これから独立したい会社員エンジニア
②フリーランスエンジニア1年目でこれから単価を上げてきたい人
③フリーランスエンジニアの働き方に飽きてきてる層
④フリーランスエンジニアの働き方に不安を感じてきている層
⑤新しいことを始めようと思ってきてるフリーランスエンジニア
⑥上流工程の重要性がわかってきてるフリーランスエンジニア
潜在
×
短期的な話、長期的な話

常識


非常識


# タイトルコール

いつまでエンジニアできると思ってる？

いつまでこの単価続くと思ってる？

# 問題提起

# 問題拡張

# 解決策

# CTA
"
スキルが足りないならせめてコミュニケーション早くしようぜ,"ターゲット

健在
①これから独立したい会社員エンジニア
②フリーランスエンジニア1年目でこれから単価を上げてきたい人
③フリーランスエンジニアの働き方に飽きてきてる層
④フリーランスエンジニアの働き方に不安を感じてきている層
⑤新しいことを始めようと思ってきてるフリーランスエンジニア
⑥上流工程の重要性がわかってきてるフリーランスエンジニア
潜在
×
短期的な話、長期的な話

常識


非常識


# タイトルコール

# 問題提起

# 問題拡張

# 解決策

# CTA"
タスク進めてみてわからないことがあれば聞きます,"ターゲット

健在
①これから独立したい会社員エンジニア
②フリーランスエンジニア1年目でこれから単価を上げてきたい人
③フリーランスエンジニアの働き方に飽きてきてる層
④フリーランスエンジニアの働き方に不安を感じてきている層
⑤新しいことを始めようと思ってきてるフリーランスエンジニア
⑥上流工程の重要性がわかってきてるフリーランスエンジニア
潜在
×
短期的な話、長期的な話

常識


非常識


# タイトルコール

「今は質問ないのでタスクを進めてみてわからないことがあればまた質問します」
っていうやつは大体事故ります

# 問題提起

認識合わせでこれいうやつ

# 問題拡張

# 解決策

マインドマップが便利です


認識合わせとは
どれだけ曖昧な部分をなくして
解像度をあげれるか


こういうぼやけた状態から
高画質にしていくようなイメージ


解像度をあげるには
マインドマップを使が便利

タスク説明ってまずはざっくり説明してくれました
じゃあより具体的に、具体的にって

枝をどんどんふかぼる様に進めていけば
自然と解像度が上がって認識違いも減ります



# CTA"
エンジニアがAI活用して個人で案件を取る方法,"ターゲット

健在
①これから独立したい会社員エンジニア
②フリーランスエンジニア1年目でこれから単価を上げてきたい人
③フリーランスエンジニアの働き方に飽きてきてる層
④フリーランスエンジニアの働き方に不安を感じてきている層
⑤新しいことを始めようと思ってきてるフリーランスエンジニア
⑥上流工程の重要性がわかってきてるフリーランスエンジニア
潜在
×
短期的な話、長期的な話

常識


非常識


# タイトルコール

# 問題提起


boltでUI作る

あとは裏側って話

# 問題拡張

# 解決策

# CTA"
"この子認識違い起こすやろなー
","ターゲット

健在
①これから独立したい会社員エンジニア
②フリーランスエンジニア1年目でこれから単価を上げてきたい人
③フリーランスエンジニアの働き方に飽きてきてる層
④フリーランスエンジニアの働き方に不安を感じてきている層
⑤新しいことを始めようと思ってきてるフリーランスエンジニア
⑥上流工程の重要性がわかってきてるフリーランスエンジニア
潜在
×
短期的な話、長期的な話

常識


非常識

# タイトルコール

月単価130万円のPMが
あー絶対この子認識違い起こすやろなーって思う瞬間を解説します

# 問題提起

エンジニアなら一度は認識違いで怒られたことありますよね？

タスクの説明をしてもらった時は
なんとなく大丈夫かなって思ってたけど


いざ手を動かしてみたら
考慮漏れがあったり

簡単に実装できると思ってた部分が
意外と複雑だったり


結果、タスク期限に遅れて怒られる羽目になる。

# 問題拡張

僕も若手の頃はよく認識違い起こして怒られてたし
今では自分がマネジメントする側やから
認識違いがあったら指導する立場にあります。

# 解決策

で、もうマネジメントする側からしたら
大体あ、この子多分認識違い起こすやろなーってのは
もうタスク依頼する段階からわかるので
特徴を解説します。

自分に当てはまってないか確認しながら
聞いてみてください。

1つ目
「タスク説明した後に、作業してみてわからないことがあれば質問します」

これいう人はほぼ認識違い起こしま
確かに作業する時って



# CTA"
老害系の先輩エンジニアの対処法,"ターゲット

健在
①これから独立したい会社員エンジニア
②フリーランスエンジニア1年目でこれから単価を上げてきたい人
③フリーランスエンジニアの働き方に飽きてきてる層
④フリーランスエンジニアの働き方に不安を感じてきている層
⑤新しいことを始めようと思ってきてるフリーランスエンジニア
⑥上流工程の重要性がわかってきてるフリーランスエンジニア
潜在
×
短期的な話、長期的な話

常識


非常識


# タイトルコール

『お前がなんで分からんのか、分からん！』

こう言うめんどくさい先輩エンジニアと
同じ現場になった時の対処法を教えます

# 問題提起

実際これ僕も初めてフリーランスになった時の
案件で言われた事なんですけど

エンジニアって結構こう言う
技術つよつよだけど
コミュニケーションに難がある先輩って多いですよね。

圧倒的に技術力の差があるから
まったく言い返せないし

ずっと否定されるから自己肯定感も下がってくる。

とはいえ、せっかく入った現場やから
学ぶべきことは学べるように
どう立ち回ったらいいか解説します

# 問題拡張

# 解決策

①つめ
何か強く言われてもまに受けない。
これが一番大事です。

こいつ普段モテへんのやろな
ぐらいに思ってると
なんか可愛く見えてきます。


②つめ
技術の勉強ちゃんとやってるアピールをする。

特に今現場で使ってる技術や
先輩エンジニアにどんな技術勉強したらいいか
聞いてみて

ちゃんと勉強した上で
やってるアピールをしましょう。

つよつよのエンジニアは
人生プログラミングみたいな
オタク属性の人が多いです。

意外と技術に寄り添おうとすると
嬉しくなって色々教えてくれるようになるので
上手くつよつよの技術を吸収しましょう。


②つ目
仕事終わり飯とか誘って
仕事モードじゃない時に話してみる

つよつよ系エンジニアの人も
言うて人なので
仕事終わりにご飯とか誘ったら普通にいけます。

いきなり飲みとかだと
ハードル高いって時は

ラーメンとかだと仕事サクッといけて
ハードル低いのでおすすめです。


言うてもつよつよエンジニアの人も
普段仕事中だとストレスも溜まるし
発言もきつくなってしまいます。


でも仕事モードじゃない時なら
意外とフラットに話ができたり
仕事中に聞いてたら怒られるような質問も
普通に話してくれます


実際この人たちの
技術力が高いのは事実なので
上手く吸収できるように立ち回って行きましょう、






# CTA"
